table,var,format,description,nomenclature,creation,suppression,dates_manquantes
ER_RAT_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,2006,,
ER_RAT_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,2006,,
ER_RAT_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,2006,,
ER_RAT_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,2006,,
ER_RAT_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,2006,,
ER_RAT_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,2006,,
ER_RAT_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,2006,,
ER_RAT_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,2006,,
ER_TIP_F,LPP_ECT_MNT,"number (7,2)",Montant total de l'écart indemnisable LPP,-,2006,,
ER_TIP_F,LPP_ECU_MNT,"number (7,2)",Montant unitaire de l'écart indemnisable LPP,-,2006,,
ER_TIP_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,2006,,
ER_TIP_F,TIP_ACL_DTD,date (8),Date de début de location ou d'achat,IR_DTE_V,2006,,
ER_TIP_F,TIP_ACL_DTF,date (8),Date de fin de location ou d'achat,IR_DTE_V,2006,,
ER_TIP_F,TIP_ACT_PRU,"number (10,5)",Prix unitaire LPP du produit ou de la Prestations,-,2006,,
ER_TIP_F,TIP_ACT_QSN,number (5),Quantité d'actes LPP,-,2006,,
ER_TIP_F,TIP_ORD_NUM,number (4),N° Ordre Prestation Affinee LPP,-,2006,,
ER_TIP_F,TIP_PRS_IDE,number (13),Code LPP du produit ou de la Prestations,NT_LPP,2006,,
ER_TIP_F,TIP_PRS_TYP,number (1),Type de Prestations fournie,IR_PRF_V,2006,,
ER_TIP_F,TIP_PUB_PRX,"number (7,2)",Prix unitaire public,-,2006,,
ER_TIP_F,TIP_SIR_NUM,string (14),N° SIRET Fabriquant-Importateur,-,2006,,
ER_TIP_F,DCT_ORD_NUM,number (9),numéro d'ordre du décompte dans l'organisme,-,2006,,
ER_TIP_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,2006,,
ER_TIP_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,2006,,
ER_TIP_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,2006,,
ER_TIP_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,2006,,
ER_TIP_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,2006,,
ER_TIP_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,2006,,
ER_TIP_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,2006,,
ER_TIP_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,2006,,
ER_TRS_F,ITR_ORD_NUM,number (4),Numéro d'ordre de l'information détaillée du transport,-,2007,,
ER_TRS_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,2007,,
ER_TRS_F,TRS_ACP_NOM,string (11),Nom de l'accompagnateur diplômé du véhicule,-,2007,,
ER_TRS_F,TRS_ACP_NOMC,string (32),Nom de l'accompagnateur (anonymisé),-,,,
ER_TRS_F,TRS_CDR_NOM,string (11),Nom du conducteur diplômé du véhicule,-,2007,,
ER_TRS_F,TRS_CDR_NOMC,string (32),Nom du conducteur (anonymisé),-,,,
ER_TRS_F,TRS_ARR_CDP,string (5),Code postal du lieu d'arrivée du transport,-,2007,,
ER_TRS_F,TRS_DEP_CDP,string (5),Code postal du lieu de départ du transport,-,2007,,
ER_TRS_F,TRS_TRP_HRA,number (4),Heure d'arrivée du transport,-,2007,,
ER_TRS_F,TRS_TRP_HRD,number (4),Heure de départ du transport,-,2007,,
ER_TRS_F,TRS_VEH_NUM,string (9),Numéro minéralogique du véhicule,-,2007,,
ER_TRS_F,TRS_VEH_NUMC,string (32),Numéro minéralogique du véhicule (anonymisé),-,,,
ER_TRS_F,DCT_ORD_NUM,number (9),numéro d'ordre du décompte dans l'organisme,-,2007,,
ER_TRS_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,2007,,
ER_TRS_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,2007,,
ER_TRS_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,2007,,
ER_TRS_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,2007,,
ER_TRS_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,2007,,
ER_TRS_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,2007,,
ER_TRS_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,2007,,
ER_TRS_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,2007,,
ER_TRS_F,TRS_DTF_DTE,date (8),Date d'arrivée du transport,-,,,
ER_TRS_F,TRS_DTD_AME,string (6),Année et mois de départ du transport (format AAAAMM),-,,,
ER_TRS_F,TRS_DTD_DTE,date (8),Date de départ du transport,-,,,
ER_TRS_F,TRS_DTF_AME,string (6),Année et mois d'arrivée du transport (format AAAAMM),-,,,
ER_UCD_F,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,2007,,
ER_UCD_F,UCD_ACH_PRU,"number (7,2)",Prix d'achat unitaire,-,2007,,
ER_UCD_F,UCD_CAL_PRU,"number (7,2)",Prix unitaire calculé,-,2007,,
ER_UCD_F,UCD_DLV_NBR,number (5),Nombre d'unités délivrées,-,2007,,
ER_UCD_F,UCD_ECT_MNT,"number (7,2)",Montant UCD total de l'écart indemnisable,-,2007,,
ER_UCD_F,UCD_ECU_MNT,"number (7,2)",Montant UCD unitaire de l'écart indemnisable,-,2007,,
ER_UCD_F,UCD_FAC_PRU,"number (7,2)",Prix unitaire facturé,-,2007,,
ER_UCD_F,UCD_FRC_COE,"number (5,4)",Coefficient de fractionnement,-,2007,,
ER_UCD_F,UCD_LGN_NUM,number (4),Numéro de ligne UCD,-,2007,,
ER_UCD_F,UCD_MAR_MNT,"number (7,2)",Montant UCD TTC de la marge de rétrocession,-,2007,,
ER_UCD_F,UCD_ORD_NUM,number (4),Numéro d'Ordre de la Prestation Affinée UCD,-,2007,,
ER_UCD_F,UCD_RCT_COU,"number (7,2)",Coût de reconstitution du médicament,-,2007,,
ER_UCD_F,UCD_TOP_UCD,number (1),Top UCD,IR_TCU_V,2007,,
ER_UCD_F,UCD_TTF_MNT,"number (7,2)",Montant total TTC facturé,-,2007,,
ER_UCD_F,UCD_UCD_COD,string (13),Code UCD de la pharmacie hospitalière,NU_UCD_R,2007,,
ER_UCD_F,DCT_ORD_NUM,number (9),numéro d'ordre du décompte dans l'organisme,-,2007,,
ER_UCD_F,FLX_DIS_DTD,date (8),Date de mise à disposition des données,IR_DTE_V,2007,,
ER_UCD_F,FLX_EMT_NUM,number (4),numéro d'émetteur du flux,IR_NEM_T,2007,,
ER_UCD_F,FLX_EMT_ORD,number (4),numéro de séquence du flux,-,2007,,
ER_UCD_F,FLX_EMT_TYP,number (2),Type d'émetteur,IR_TYT_V,2007,,
ER_UCD_F,FLX_TRT_DTD,date (8),Date d'entrée des données dans le système d'information,IR_DTE_V,2007,,
ER_UCD_F,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,2007,,
ER_UCD_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,2007,,
ER_UCD_F,REM_TYP_AFF,number (8),type de remboursement affiné,-,2007,,
IR_ACS_R,BEN_NIR_PSA,string (17),Identifiant anonyme du patient dans le SNIIRAM,-,,,
IR_ACS_R,BEN_RNG_GEM,number (2),rang de naissance du bénéficiaire,IR_BER_V,,,
IR_ACS_R,BEN_NIR_ANO,string (17),NIR pseudonymisé du bénéficiaire,-,,,
IR_ACS_R,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-,,,
IR_ACS_R,FAM_DRT_VRU,string (1),Code de verrouillage des droits,-,,,
IR_ACS_R,FAM_DRT_DSD,date,Date de début de verrouillage des droits,-,,,
IR_ACS_R,FAM_DRT_DSF,date,Date de fin de verrouillage des droits,-,,,
IR_ACS_R,IND_RNM_BEN,string (1),Top RNIAM,-,,,
IR_BEN_R,BEN_NIR_PSA,string (17),Identifiant anonyme du patient dans le SNIIRAM,-,,,
IR_BEN_R,BEN_RNG_GEM,number (2),rang de naissance du bénéficiaire,IR_BER_V,,,
IR_BEN_R,BEN_NIR_ANO,string (17),NIR pseudonymisé du bénéficiaire,-,,,
IR_BEN_R,BEN_IDT_ANO,string (17),Identifiant bénéficiaire anonymisé,-,,,
IR_BEN_R,BEN_IDT_TOP,number (1),Top identifiant bénéficiaire Anonymisé,-,,,
IR_BEN_R,ASS_NIR_ANO,string (17),Matricule anonymisé de l'ouvreur de droits,-,,,
IR_BEN_R,BEN_IDT_MAJ,date,Date d'alimentation du NIR BEN_NIR_NAO,-,,,
IR_BEN_R,BEN_CDI_NIR,string (2),Code d'identification du NIR,IR_NIR_V,,,
IR_BEN_R,BEN_NAI_ANN,string (4),Année de naissance du bénéficiaire,-,,,
IR_BEN_R,BEN_NAI_MOI,string (2),Mois de naissance du bénéficiaire,-,,,
IR_BEN_R,BEN_SEX_COD,number (1),Code sexe du bénéficiaire,IR_SEX_V,,,
IR_BEN_R,BEN_DCD_DTE,date (8),Date de décès du bénéficiaire,IR_DTE_V,,,
IR_BEN_R,BEN_DCD_AME,string (6),Année et mois de décès du bénéficiaire,-,,,
IR_BEN_R,ORG_AFF_BEN,string (9),Code de l'organisme d'affiliation,IR_ORG_V,,,
IR_BEN_R,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V,,,
IR_BEN_R,BEN_RES_COM,string (3),commune de résidence du destinataire du règlement,IR_GEO_V,,,
IR_BEN_R,BEN_TOP_CNS,number (1),top consommant - non consommant,-,,,
IR_BEN_R,MAX_TRT_DTD,date,Date maximale de traitement d'une Prestations,-,,,
IR_BEN_R,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,,,
IR_BEN_R,BEN_DTE_INS,date (8),Date d'insertion dans le référentiel,IR_DTE_V,,,
IR_BEN_R,BEN_DTE_MAJ,date (8),Date de mise à jour,IR_DTE_V,,,
IR_ETM_R,BEN_NIR_PSA,string (17),Identifiant anonyme du patient dans le SNIIRAM,-,,,
IR_ETM_R,BEN_RNG_GEM,number (2),rang de naissance du bénéficiaire,IR_BER_V,,,
IR_ETM_R,BEN_NIR_ANO,string (17),NIR pseudonymisé du bénéficiaire,-,,,
IR_ETM_R,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-,,,
IR_ETM_R,BEN_EXO_MTF,number (8),Motif d’exonération du ticket modérateur,-,,,
IR_ETM_R,BEN_EXO_DTD,date,Date de début d’exonération,-,,,
IR_ETM_R,BEN_EXO_DTF,date,Date de fin d’exonération,-,,,
IR_ETM_R,IND_RNM_BEN,string (1),Top RNIAM,-,,,
IR_IBA_R,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-,,,
IR_IBA_R,BEN_IDT_TOP,number (1),Top identifiant bénéficiaire Anonymisé,-,,,
IR_IBA_R,ASS_NIR_ANO,string (17),Matricule anonymisé de l'ouvreur de droits,-,,,
IR_IBA_R,BEN_CDI_NIR,string (2),Code d'identification du NIR,IR_NIR_V,,,
IR_IBA_R,BEN_NAI_ANN,string (4),Année de naissance du bénéficiaire,-,,,
IR_IBA_R,BEN_NAI_MOI,string (2),Mois de naissance du bénéficiaire,-,,,
IR_IBA_R,BEN_SEX_COD,number (1),Code sexe du bénéficiaire,IR_SEX_V,,,
IR_IBA_R,BEN_DCD_DTE,date (8),Date de décès du bénéficiaire,IR_DTE_V,,,
IR_IBA_R,BEN_DCD_AME,string (6),Année et mois de décès du bénéficiaire,-,,,
IR_IBA_R,ORG_AFF_BEN,string (9),Code de l'organisme d'affiliation,IR_ORG_V,,,
IR_IBA_R,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V,,,
IR_IBA_R,BEN_RES_COM,string (3),commune de résidence du destinataire du règlement,IR_GEO_V,,,
IR_IBA_R,BEN_TOP_CNS,number (1),top consommant - non consommant,-,,,
IR_IBA_R,MAX_TRT_DTD,date,Date maximale de traitement d'une Prestations,-,,,
IR_IBA_R,ORG_CLE_NEW,string (9),Code de l'organisme de liquidation,IR_ORG_V,,,
IR_IBA_R,BEN_DTE_INS,date (8),Date d'insertion dans le référentiel,IR_DTE_V,,,
IR_IBA_R,BEN_DTE_MAJ,date (8),Date de mise à jour,IR_DTE_V,,,
IR_IMB_R,BEN_NIR_PSA,string (17),Identifiant anonyme du patient dans le SNIIRAM,-,,,
IR_IMB_R,BEN_RNG_GEM,number (2),rang de naissance du bénéficiaire,IR_BER_V,,,
IR_IMB_R,IMB_ALD_DTD,date (8),"Date de début d'exonération du ticket modérateur attribuée par les services médicaux (ALD, AT, MP)",IR_DTE_V,,,
IR_IMB_R,IMB_ALD_DTF,date (8),"Date de fin de l'exonération attribuée par les services médicaux (ALD, AT, MP)",IR_DTE_V,,,
IR_IMB_R,IMB_ALD_NUM,number (2),Numéro d'ALD,IR_ALD_V,,,
IR_IMB_R,IMB_ETM_NAT,number (2),Motif d'exonération du bénéficiaire,IR_ETM_V,,,
IR_IMB_R,IMB_MLP_BTR,string (1),"Tableau des maladies professionnelles (bis, ter)",-,,,
IR_IMB_R,IMB_MLP_TAB,string (3),Numéro de tableau des maladies professionnelles (MP),AT_MLP_V,,,
IR_IMB_R,IMB_SDR_LOP,string (1),Localisation - paragraphe syndrome,-,,,
IR_IMB_R,INS_DTE,date (8),Date d'insertion,-,,,
IR_IMB_R,MED_MTF_COD,string (5),Motif médical ou pathologie (code CIM10),IR_CIM_V,,,
IR_IMB_R,MED_NCL_IDT,string (10),Nomenclature médicale,IR_NMD_V,,,
IR_IMB_R,UPD_DTE,date (8),Date de la dernière sélection des bénéficiaires de l'EGB,-,,,
IR_MAT_R,BEN_NIR_PSA,string (17),Identifiant anonyme du patient dans le SNIIRAM,-,,,
IR_MAT_R,BEN_RNG_GEM,number (2),rang de naissance du bénéficiaire,IR_BER_V,,,
IR_MAT_R,BEN_NIR_ANO,string (17),NIR pseudonymisé du bénéficiaire,-,,,
IR_MAT_R,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-,,,
IR_MAT_R,BEN_GRS_DTE,date,Date présumée de grossesse,-,,,
IR_MAT_R,BEN_DRA_AME,string (6),Année et mois de l’accouchement,-,,,
IR_MAT_R,IND_RNM_BEN,string (1),Top RNIAM,-,,,
IR_MTT_R,BEN_NIR_PSA,string (17),Identifiant anonyme du patient dans le SNIIRAM,-,,,
IR_MTT_R,BEN_RNG_GEM,number (2),rang de naissance du bénéficiaire,IR_BER_V,,,
IR_MTT_R,BEN_NIR_ANO,string (17),NIR pseudonymisé du bénéficiaire,-,,,
IR_MTT_R,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-,,,
IR_MTT_R,IND_RNM_BEN,string (1),Top RNIAM,-,,,
IR_MTT_R,MTT_DEP_DTE,date,date de début du contrat avec le médecin traitant,-,,,
IR_MTT_R,MTT_FIN_DTE,date,date de fin du contrat avec le médecin traitant,-,,,
IR_MTT_R,MTT_MTF_COD,string (3),Motif de résiliation du contrat avce le médecin traitant,-,,,
IR_MTT_R,MTT_ORI_COD,string (1),Origine de la saisie ou de la mise à jour de la déclaration de médecin traitant,-,,,
IR_MTT_R,MTT_PFS_NUM,string (17),Numéro du médecin traitant,-,,,
IR_ORC_R,BEN_NIR_PSA,string (17),Identifiant anonyme du patient dans le SNIIRAM,-,,,
IR_ORC_R,BEN_RNG_GEM,number (2),rang de naissance du bénéficiaire,IR_BER_V,,,
IR_ORC_R,BEN_NIR_ANO,string (17),NIR pseudonymisé du bénéficiaire,-,,,
IR_ORC_R,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-,,,
IR_ORC_R,BEN_CTA_TYP,number (3),Type de contrat complémentaire,IR_CTA_V,,,
IR_ORC_R,BEN_CMU_ORG,string (9),Code de l'organisme complémentaire,IR_ORG_V,,,
IR_ORC_R,MLL_CTA_DSD,date,Date de début du contrat complémentaire,-,,,
IR_ORC_R,MLL_CTA_DSF,date,Date de fin du contrat complémentaire,-,,,
IR_ORC_R,IND_RNM_BEN,string (1),Top RNIAM,-,,,
KI_CCI_R,DCD_IDT_ENC,string (64),Identifiant décès encodé,-,2013,,
KI_CCI_R,DCD_IDT_TOP,number (1),Top apparié avec IR_BEN_R,-,2013,,
KI_CCI_R,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-,2013,,
KI_CCI_R,BEN_IDT_TOP,number (1),Top identifiant bénéficiaire Anonymisé,-,2013,,
KI_CCI_R,BEN_NIR_ANO,string (17),NIR pseudonymisé du bénéficiaire,-,2013,,
KI_CCI_R,FLX_PER_ANN,string (4),Année de décès,-,2013,,
KI_CCI_R,CER_VER_NUM,number (1),Version du certificat,DS_VER_V,2013,,
KI_CCI_R,TRT_STA_COD,number (1),Statut de traitement,DS_STA_V,2013,,
KI_CCI_R,TYP_CER_COD,number (1),Type de certificat,DS_CER_V,2013,,
KI_CCI_R,CER_SUP_TYP,number (1),Type de support,DS_SUP_V,2013,,
KI_CCI_R,TYP_VOL_COD,number (1),Type de volet,DS_VOL_V,2013,,
KI_CCI_R,DCD_DPT_COD,string (3),Département de décès,IR_DPT_V,2013,,
KI_CCI_R,DCD_COM_COD,string (3),Commune de décès,IR_GEO_V,,,
KI_CCI_R,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V,2013,,
KI_CCI_R,BEN_RES_COM,string (3),commune de résidence du destinataire du règlement,IR_GEO_V,2013,,
KI_CCI_R,BEN_DCD_DTE,date (8),Date de décès du bénéficiaire,IR_DTE_V,2013,,
KI_CCI_R,BEN_DCD_AME,string (6),Année et mois de décès du bénéficiaire,-,2013,,
KI_CCI_R,DCD_LIE_COD,number (1),Lieu du décès,DS_LIE_V,2013,,
KI_CCI_R,BEN_NAI_ANN,string (4),Année de naissance du bénéficiaire,-,2013,,
KI_CCI_R,BEN_NAI_MOI,string (2),Mois de naissance du bénéficiaire,-,2013,,
KI_CCI_R,BEN_SEX_COD,number (1),Code sexe du bénéficiaire,IR_SEX_V,2013,,
KI_CCI_R,PFV_ACP_COD,number (1),Activité professionnelle,DS_ACP_V,2013,,
KI_CCI_R,CAT_PCS_COD,string (4),Profession et catégorie socioprofessionnelle,DS_PC1_V,2013,,
KI_CCI_R,ETA_MAR_COD,number (1),Etat matrimonial,DS_MAR_V,2013,,
KI_CCI_R,DCD_CIM_COD,string (4),Cause initiale du décès,IR_CIM_V,2013,,
KI_CCI_R,DCD_CAU_COD,number (1),Recherche de la cause de décès,DS_CAU_V,2013,,
KI_CCI_R,DCD_GRS_COD,number (1),La grossesse a contribué au décès,DS_GRS_V,2013,,
KI_CCI_R,DCD_GRS_DEL,string (4),Délai entre fin de grossesse et décès,-,2013,,
KI_CCI_R,DCD_LIE_LIB,string (200),Lieu de lévènement si mort violente,-,2013,,
KI_CCI_R,DCD_ATT_COD,number (1),Accident du travail,DS_ATT_V,2013,,
KI_CCI_R,NEO_APG_SCO,number (2),Apgar à une minute,-,2013,,
KI_CCI_R,NEO_GES_AGE,number (2),Âge gestationnel en semaines révolues daménorrhée,-,2013,,
KI_CCI_R,NEO_NAI_POI,"number (4,0)",Poids de naissance en grammes,-,2013,,
KI_CCI_R,RNG_NAI_TYP,number (1),Type de naissance,DS_NAI_V,2013,,
KI_CCI_R,GRS_ORD_NUM,number (1),N° dordre de lenfant si grossesse multiple,-,,,
KI_CCI_R,ACC_LIA_COD,number (1),Lieu daccouchement,DS_LIA_V,2013,,
KI_CCI_R,ACC_PST_COD,number (1),Présentation de lenfant,DS_PST_V,2013,,
KI_CCI_R,ACC_DEB_COD,number (1),Début du travail,DS_DEB_V,2013,,
KI_CCI_R,MOD_ACC_COD,number (1),Mode daccouchement,DS_ACC_V,2013,,
KI_CCI_R,HOS_TRF_TOP,number (1),Transfert ou hospitalisation particulière de lenfant,DS_TRF_V,2013,,
KI_CCI_R,MER_NAI_ANN,string (4),Année de naissance de la mère,-,2013,,
KI_CCI_R,MER_PFS_COD,number (1),Activité professionnelle de la mère,DS_PFS_V,2013,,
KI_CCI_R,MER_PFG_LIB,string (50),Profession de la mère exercée pendant la grossesse,-,2013,,
KI_CCI_R,MER_MAR_COD,number (1),Etat matrimonial de la mère,DS_MAR_V,,,
KI_CCI_R,MER_SIT_TOP,number (1),La mère vit elle en couple,DS_SIT_V,2013,,
KI_CCI_R,TOT_GRS_NBR,number (2),Nombre total de grossesses,-,2013,,
KI_CCI_R,TOT_ACC_NBR,number (2),Nombre total daccouchements,-,2013,,
KI_CCI_R,PER_PFS_COD,number (1),Activité professionnelle du père,DS_PFS_V,2013,,
KI_CCI_R,PER_PFG_LIB,string (50),Profession du père exercée pendant la grossesse,-,2013,,
KI_ECD_R,DCD_IDT_ENC,string (64),Identifiant décès encodé,-,2013,,
KI_ECD_R,DCD_IDT_TOP,number (1),Top apparié avec IR_BEN_R,-,2013,,
KI_ECD_R,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-,2013,,
KI_ECD_R,BEN_IDT_TOP,number (1),Top identifiant bénéficiaire Anonymisé,-,2013,,
KI_ECD_R,BEN_NIR_ANO,string (17),NIR pseudonymisé du bénéficiaire,-,2013,,
KI_ECD_R,FLX_PER_ANN,string (4),Année de décès,-,2013,,
KI_ECD_R,CER_LIG_NUM,number (1),N° de ligne du certificat de décès,-,2013,,
KI_ECD_R,ECD_CAU_RNG,number (3),Rang de la cause,-,2013,,
KI_ECD_R,ECD_CAU_LIB,string (100),Libellé de la cause,-,2013,,
KI_ECD_R,ECD_CIM_COD,string (4),Code de la cause,IR_CIM_V,2013,,
KI_ECD_R,BEN_DCD_DTE,date (8),Date de décès du bénéficiaire,IR_DTE_V,2013,,
KI_ECD_R,BEN_DCD_AME,string (6),Année et mois de décès du bénéficiaire,-,2013,,
MA_REM_FT,PRE_INS_DPT,string (3),Département du professionnel de santé prescripteur,IR_DPT_V,,,
MA_REM_FT,FLX_DIS_DTD,date (8),Date de mise à disposition des données,-,,,
MA_REM_FT,ORG_CLE_NUM,string (9),organisme de liquidation des prestations (avant fusion des caisses),IR_ORG_V,,,
MA_REM_FT,DDP_COD,number (3),Code de la discipline de Prestations (ou discipline médico tarifaire),IR_DDP_V,,,
MA_REM_FT,ETP_CAT_COD,number (4),Catégorie d'établissement prescripteur,IR_CET_V,,,
MA_REM_FT,FLT_DEP_MNT,"number (17,2)",Montant du dépassement de la prestation,-,,,
MA_REM_FT,PRS_REM_MNT,"number (13,2)",Montant remboursé,-,,,
MA_REM_FT,PSE_STJ_COD,number (2),Mode d'exercice du professionnel de santé exécutant,IR_SJP_V,,,
MA_REM_FT,MTM_NAT,number (1),Modulation du ticket modérateur,IR_MTM_V,,,
MA_REM_FT,PSE_CNV_COD,number (1),Code convention du professionnel de santé exécutant,IR_CNV_V,,,
MA_REM_FT,EXF_ANN_MOI,string (6),Année Mois fin de soin exécution,-,,,
MA_REM_FT,AGE_BEN_COD,number (4),Age du bénéficiaire au moment des Soins,IR_AGE_V,,,
MA_REM_FT,EXO_MTF,number (2),Motif d'exonération du ticket modérateur,IR_EXO_V,,,
MA_REM_FT,PSP_STJ_COD,number (2),Mode d'exercice du professionnel de santé prescripteur,IR_SJP_V,,,
MA_REM_FT,PSP_CAT_COD,number (3),Catégorie du PS prescripteur,IR_CAT_V,,,
MA_REM_FT,TOP_PS5_TRG,number (2),Top PS5 Tous Régimes,-,,,
MA_REM_FT,FLT_REM_MNT,"number (15,2)",Montant versé - remboursé (Part de base uniquement),-,,,
MA_REM_FT,ETE_IND_TAA,number (1),Indicateur TAA,IR_TAA_V,,,
MA_REM_FT,PRS_REM_TAU,number (3),Taux de remboursement réel (régime obligatoire),-,,,
MA_REM_FT,PRS_NAT,number (5),Nature de prestation,IR_NAT_V,,,
MA_REM_FT,MFT_COD,number (2),Code du mode de fixation des tarifs,IR_MFT_V,,,
MA_REM_FT,ETP_STJ_COD,number (3),Statut juridique de l'établissement prescripteur,IR_SJE_V,,,
MA_REM_FT,PSE_SPE_COD,number (2),Spécialite médicale du professionnel de santé exécutant,IR_SPE_V,,,
MA_REM_FT,DRG_AFF_NAT,string (2),Code affiné du destinataire du règlement,-,,,
MA_REM_FT,FLT_ACT_NBR,number (12),Dénombrement de la prestation,-,,,
MA_REM_FT,BEN_SEX_COD,number (1),Code sexe du bénéficiaire,IR_SEX_V,,,
MA_REM_FT,DRT_ACS_TOP,string (1),Top bénéficiaire ACS,IR_BAC_V,,,
MA_REM_FT,MDT_COD,number (2),Code du mode de traitement,IR_MDT_V,,,
MA_REM_FT,MUT_ORG,number (4),N° SLM d'affiliation,IR_SLM_V,,,
MA_REM_FT,PRS_ACT_COG,"number (9,2)",Coefficient global de l'acte de base,-,,,
MA_REM_FT,FLT_PAI_MNT,"number (17,2)",Montant de la dépense de la prestation,-,,,
MA_REM_FT,RGM_COD,number (3),Code du petit régime,IR_RGM_V,,,
MA_REM_FT,PRS_REM_BSE,"number (13,2)",Base de remboursement,-,,,
MA_REM_FT,PRS_NAT_REF,number (4),Code de la Prestations de référence,IR_NAT_V,,,
MA_REM_FT,PSP_SPE_COD,number (2),Spécialité médicale du professionnel de santé prescripteur,IR_SPE_V,,,
MA_REM_FT,BEN_CMU_TOP,string (1),Top bénéficiaire de la CMU complémentaire,-,,,
MA_REM_FT,PSE_ACT_NAT,number (2),Nature d'activité du professionnel de santé exécutant,IR_ACT_V,,,
MA_REM_FT,EXE_INS_DPT,string (3),Département du professionnel de santé exécutant,IR_DPT_V,,,
MA_REM_FT,ORG_CAI_NUM,string (3),N° Caisse de liquidation pour le RG,IR_CAI_V,,,
MA_REM_FT,FLT_ACT_QTE,number (12),Quantité de la prestation,-,,,
MA_REM_FT,BEN_CMU_CAT,string (1),Catégorie d'organisme complémentaire CMU,IR_COC_V,,,
MA_REM_FT,PRS_PDS_QCP,number (2),Code qualificatif du parcours de soins,IR_QPS_V,,,
MA_REM_FT,ETE_CAT_COD,number (3),Catégorie de l'établissement exécutant,IR_CET_V,,,
MA_REM_FT,REM_ANN_MOI,string (6),Année Mois de remboursement,-,,,
MA_REM_FT,ETP_DPT_COD,string (3),Departement de l'établissement prescripteur,IR_DPT_V,,,
MA_REM_FT,ETE_STJ_COD,number (3),Statut Juridique de l'établissement juridique,IR_SJE_V,,,
MA_REM_FT,FLT_ACT_COG,"number (13,2)",Coefficient Global de la prestation,-,,,
MA_REM_FT,ASU_NAT,number (3),Nature de l'assurance,IR_ASU_V,,,
MA_REM_FT,PRS_ACT_QTE,number (5),Quantité de l'acte de base,-,,,
MA_REM_FT,EXD_ANN_MOI,string (6),Année Mois début de soin exécution,-,,,
MA_REM_FT,SOI_ANN,string (4),Année de soin PS5,-,,,
MA_REM_FT,ORG_AFF_BEN,string (9),Code de l'organisme d'affiliation,IR_ORG_V,,,
MA_REM_FT,CPT_ENV_TYP,number (3),Type d'enveloppe,IR_ENV_V,,,
MA_REM_FT,RGM_GRG_COD,number (3),Grand régime de liquidation du bénéficiaire,IR_RGM_V,,,
MA_REM_FT,PSE_CAT_COD,number (3),Catégorie du PS exécutant,IR_CAT_V,,,
